ID,FechaEncuesta,PuntuacionAccesibilidad,PuntuacionCalidad,Comentarios,AreaRecreativaID
ES_6814,2024/01/02,3.0,4.0,Muy insatisfecho,18209
ES_38332,2023-10-16,4.0,4.0,Muy insatisfecho,16748
ES_66185,2023/10/13,1.0,4.0,Muy satisfecho,18353
ES_30921,2023-11-24,4.0,4.0,Muy insatisfecho_,52223
ES_12319,2024-04-15,,1.0,Satisfecho_,6779455
ES_89863,2024-08-23,4.0,3.0,Satisfecho,18247
ES_72347,2024-09-12,2.0,2.0,Insatisfecho,16874
ES_60989,2024/08/08,5.0,3.0,Muy insatisfecho,17907
ES_68240,2024/06/06,5.0,2.0,Insatisfecho,18368
ES_19253,2024/01/03,1.0,5.0,Muy insatisfecho,16856
ES_76174,2024/03/12,3.0,2.0,Muy insatisfecho,7838818
ES_11763,2023-12-02,2.0,5.0,Muy satisfecho*,16937
ES_43381,2024-09-04,2.0,4.0,Muy insatisfecho,5237119
ES_44846,2023-11-29,1.0,,Satisfecho,16730
ES_92331,2024-07-14,2.0,3.0,Neutral,17520
ES_66550,2024-06-01,,2.0,Muy satisfecho~,16682
ES_61258,2024/05/11,5.0,2.0,Muy satisfecho,17527
ES_67816,2023/10/15,5.0,1.0,Neutral,17175
ES_11573,2023-11-10,4.0,3.0,Insatisfecho,18498
ES_81580,2024/04/05,1.0,2.0,Muy insatisfecho,7896504
ES_69487,2023-12-17,4.0,2.0,Muy insatisfecho,52073
ES_18105,2023/12/21,,2.0,Insatisfecho,18640
ES_69491,2024-10-02,3.0,5.0,Satisfecho,17811
ES_58783,2024-02-21,1.0,1.0,Muy satisfecho,17455
ES_25008,2024-09-23,5.0,1.0,Muy insatisfecho,17387
ES_31902,2024/05/01,4.0,3.0,Satisfecho,52205
ES_15900,2024-08-13,4.0,3.0,Neutral,17614
ES_34214,2023/12/05,2.0,3.0,Insatisfecho,18017
ES_21891,2024-08-24,1.0,1.0,Insatisfecho,18639
ES_29689,2024/03/25,3.0,,Muy insatisfecho,8799600
ES_74316,2024-01-15,3.0,2.0,Neutral~,16659
ES_19820,2024/01/02,1.0,1.0,Insatisfecho,5213833
ES_42846,2023/12/09,2.0,5.0,Satisfecho,17067
ES_92163,2024-03-19,,1.0,Insatisfecho,17258
ES_3102,2024-01-20,1.0,3.0,Neutral,17710
ES_73137,2024/03/29,4.0,2.0,Muy satisfecho_,18613
ES_8798,2024/08/10,4.0,5.0,Neutral,17378
ES_17305,2024/09/17,2.0,4.0,Insatisfecho,18269
ES_38562,2024-03-26,3.0,2.0,Insatisfecho,9492866
ES_11175,2024/05/27,1.0,5.0,Muy insatisfecho,17499
ES_60903,2024-04-20,3.0,1.0,Neutral_,4730835
ES_96781,2023/11/17,4.0,4.0,Insatisfecho,16764
ES_46381,2024-01-07,2.0,1.0,Satisfecho_,16848
ES_80351,2024-07-25,2.0,4.0,Muy satisfecho,18380
ES_51247,2024/09/11,3.0,5.0,Muy insatisfecho,18444
ES_29514,2024-06-04,3.0,2.0,Insatisfecho_,8785833
ES_44098,2024/08/12,3.0,3.0,Insatisfecho,17389
ES_48915,2024-02-16,1.0,,Insatisfecho,16782
ES_83558,2024-02-16,4.0,,Insatisfecho,17991
ES_31754,2024/04/15,2.0,2.0,Neutral,7126531
ES_14750,2024-03-12,2.0,3.0,Insatisfecho,17837
ES_19958,2024/08/29,4.0,4.0,Insatisfecho,18616
ES_95204,2024-02-09,,4.0,Insatisfecho,18144
ES_86126,2024-06-02,5.0,2.0,Satisfecho,8799941
ES_82169,2023-12-18,1.0,4.0,Satisfecho,16994
ES_4470,2024-08-22,1.0,3.0,Muy satisfecho,18097
ES_30153,2024-06-20,5.0,,Satisfecho~,5246196
ES_59033,2024/06/12,1.0,5.0,Insatisfecho,17316
ES_11862,2024-04-24,2.0,4.0,Muy satisfecho,18572
ES_94568,2024-03-19,2.0,4.0,Muy satisfecho,18161
ES_9537,2024-03-11,1.0,,Muy satisfecho,17461
ES_73040,2023/11/19,4.0,4.0,Muy satisfecho,18275
ES_12437,2024/06/16,1.0,4.0,Muy satisfecho,17387
ES_11523,2024/02/26,4.0,4.0,Neutral,17374
ES_95566,2023-11-20,1.0,4.0,Satisfecho,17525
ES_37735,2023/11/30,,3.0,Satisfecho,18493
ES_45695,2023-11-08,2.0,1.0,Satisfecho*,16933
ES_13812,2024-06-22,,5.0,Muy insatisfecho_,18128
ES_2883,2024/03/22,1.0,,Muy satisfecho,17295
ES_20536,2023/11/26,3.0,5.0,Muy insatisfecho,17597
ES_46772,2023-11-16,3.0,2.0,Neutral,18534
ES_5542,2024/03/26,5.0,2.0,Satisfecho,17033
ES_6501,2023/11/30,1.0,1.0,Muy satisfecho,17882
ES_56301,2024-01-15,1.0,5.0,Muy insatisfecho,7861574
ES_55835,2023/10/17,2.0,4.0,Satisfecho,18587
ES_46476,2023/12/10,,2.0,Insatisfecho_,18448
ES_65968,2023/11/10,,3.0,Muy satisfecho,18164
ES_68646,2024-01-31,2.0,4.0,Muy satisfecho,5653995
ES_86076,2024-09-16,2.0,1.0,Muy satisfecho~,17537
ES_7030,2024-01-14,3.0,,Muy satisfecho,17815
ES_90673,2024-09-25,2.0,3.0,Insatisfecho,18005
ES_51311,2024/06/30,2.0,2.0,Insatisfecho,9424150
ES_23237,2023-12-23,5.0,5.0,Muy satisfecho,6779455
ES_76417,2023/12/13,,1.0,Satisfecho,17868
ES_78402,2023-10-27,2.0,3.0,Muy insatisfecho,17657
ES_6626,2023-10-31,,4.0,Neutral,17295
ES_71870,2024/07/21,,2.0,Muy satisfecho,17708
ES_85458,2024-05-01,5.0,5.0,Satisfecho,17993
ES_35290,2024/06/27,5.0,3.0,Muy satisfecho,4985933
ES_14344,2024-08-27,4.0,4.0,Insatisfecho_,8785833
ES_21370,2023-11-08,1.0,4.0,Neutral,17388
ES_46730,2024/08/16,1.0,1.0,Neutral,9259976
ES_13353,2023-12-13,4.0,3.0,Satisfecho,17989
ES_81137,2024/01/17,5.0,1.0,Insatisfecho,52146
ES_21947,2024-04-16,1.0,5.0,Satisfecho,17305
ES_55806,2024-09-14,4.0,1.0,Insatisfecho,18090
ES_11318,2024-04-24,,4.0,Neutral,4749889
ES_76422,2023/12/06,1.0,5.0,Muy satisfecho,52057
ES_83250,2024/09/10,4.0,5.0,Muy insatisfecho,17104
ES_13309,2023-11-03,3.0,5.0,Muy satisfecho,17547
ES_3815,2024/04/14,5.0,1.0,Muy insatisfecho,7356654
ES_10119,2024-03-03,5.0,4.0,Neutral,18362
ES_32981,2024/02/14,4.0,4.0,Neutral,16684
ES_66633,2024-04-25,,1.0,Muy insatisfecho,52057
ES_86230,2024-08-29,4.0,4.0,Muy satisfecho,52094
ES_49580,2024-07-04,4.0,2.0,Muy satisfecho,17834
ES_89483,2024/05/18,1.0,3.0,Satisfecho,461342
ES_23298,2024-07-06,4.0,3.0,Neutral,7537965
ES_20246,2024-08-07,3.0,5.0,Muy satisfecho,17640
ES_48139,2023/10/31,4.0,3.0,Muy insatisfecho,18379
ES_28832,2024-07-31,5.0,2.0,Muy satisfecho,16931
ES_90503,2024/08/17,2.0,5.0,Neutral,18354
ES_6760,2024-04-09,4.0,2.0,Neutral,17276
ES_99768,2024-03-16,1.0,2.0,Muy insatisfecho~,5653995
ES_68914,2024/01/15,2.0,,Muy insatisfecho,17131
ES_91444,2023-11-16,4.0,4.0,Satisfecho,52074
ES_96855,2024-05-01,3.0,5.0,Neutral,16967
ES_23654,2023-10-10,1.0,1.0,Muy insatisfecho,18438
ES_23060,2024-03-15,4.0,2.0,Satisfecho,18083
ES_35769,2024-03-22,3.0,2.0,Muy satisfecho*,5056315
ES_59119,2024/08/04,,2.0,Insatisfecho,3566353
ES_86881,2024-07-05,4.0,2.0,Satisfecho,16782
ES_48823,2024/09/09,2.0,5.0,Muy satisfecho,18179
ES_64154,2024/01/06,,,Satisfecho,9391954
ES_2081,2024-06-09,1.0,1.0,Muy insatisfecho,5211393
ES_55484,2024-03-31,2.0,5.0,Satisfecho,18363
ES_9211,2024/10/08,4.0,2.0,Insatisfecho,18535
ES_43834,2024/01/21,4.0,2.0,Satisfecho,8780154
ES_51379,2024-05-13,3.0,4.0,Neutral,3573048
ES_33023,2024/09/17,4.0,1.0,Insatisfecho*,52226
ES_6657,2024/02/21,4.0,3.0,Insatisfecho,18031
ES_39469,2024-07-01,1.0,3.0,Muy insatisfecho,8781256
ES_68172,2023/10/10,2.0,5.0,Muy satisfecho,17060
ES_94147,2024/07/06,3.0,,Neutral,17697
ES_25219,2024/04/20,5.0,5.0,Muy insatisfecho,3569235
ES_21396,2024/05/18,1.0,4.0,Muy satisfecho,18272
ES_28448,2024/05/06,3.0,4.0,Muy insatisfecho,17562
ES_59032,2023/11/26,5.0,2.0,Muy insatisfecho,8800259
ES_52796,2024-03-05,4.0,4.0,Muy satisfecho,16793
ES_11863,2024/06/22,1.0,1.0,Satisfecho,17690
ES_76751,2024-04-18,,,Muy insatisfecho,18415
ES_31504,2024-01-14,1.0,3.0,Muy satisfecho,5237135
ES_49835,2023-11-23,2.0,5.0,Satisfecho,16925
ES_71009,2024/04/14,4.0,5.0,Insatisfecho,17468
ES_71933,2024-01-11,3.0,2.0,Muy satisfecho*,9492866
ES_59148,2024-08-16,2.0,4.0,Insatisfecho,17315
ES_68017,2024-02-10,3.0,3.0,Muy satisfecho,17976
ES_11985,2024-06-02,2.0,,Muy satisfecho,18266
ES_17459,2023/11/05,2.0,3.0,Insatisfecho,17082
ES_83787,2024/05/28,,3.0,Muy satisfecho,52048
ES_84560,2024/02/13,5.0,4.0,Insatisfecho,17897
ES_80932,2023/10/31,5.0,2.0,Neutral,17125
ES_18502,2024-01-27,2.0,2.0,Insatisfecho,16903
ES_80409,2023-12-26,3.0,3.0,Muy satisfecho,5654018
ES_14043,2023-12-24,5.0,4.0,Muy satisfecho,18460
ES_25902,2024-06-06,4.0,4.0,Neutral,18627
ES_12446,2023/11/27,4.0,4.0,Insatisfecho,16710
ES_12817,2024-09-04,4.0,,Neutral,16981
ES_28629,2024-01-13,4.0,3.0,Insatisfecho,17642
ES_40246,2024-03-20,2.0,2.0,Insatisfecho~,17627
ES_52262,2024-09-25,2.0,2.0,Insatisfecho,5654055
ES_64854,2024-02-02,4.0,3.0,Muy insatisfecho,17598
ES_54370,2024-08-22,5.0,1.0,Muy insatisfecho,18376
ES_24589,2024-06-08,2.0,4.0,Muy insatisfecho,17592
ES_79740,2023/12/20,3.0,4.0,Neutral,18335
ES_43553,2024/09/30,5.0,1.0,Muy insatisfecho,3568959
ES_81136,2024/08/27,3.0,2.0,Muy insatisfecho,18568
ES_98311,2024/06/21,4.0,2.0,Satisfecho,18066
ES_14783,2024/05/21,3.0,2.0,Muy insatisfecho,17853
ES_32221,2023/10/20,3.0,5.0,Satisfecho,18085
ES_80575,2024-07-20,3.0,,Neutral,18221
ES_16522,2024-09-05,,3.0,Satisfecho,5240282
ES_14542,2024-05-24,4.0,3.0,Insatisfecho,16739
ES_77268,2023/10/13,,1.0,Muy insatisfecho,9180738
ES_89643,2024/07/14,1.0,5.0,Satisfecho,18224
ES_50793,2024/08/02,5.0,4.0,Satisfecho,17467
ES_72767,2023/10/22,2.0,2.0,Muy satisfecho,17669
ES_70615,2024-01-10,5.0,1.0,Satisfecho,17894
ES_42622,2023/11/24,2.0,4.0,Insatisfecho,18395
ES_52316,2024-03-24,3.0,1.0,Muy satisfecho,16724
ES_12971,2024/10/02,5.0,5.0,Insatisfecho*,17194
ES_92903,2023-12-28,2.0,5.0,Insatisfecho,17857
ES_37925,2023/10/18,4.0,5.0,Muy satisfecho,16816
ES_94053,2024-07-15,1.0,,Muy satisfecho,17636
ES_82993,2024/05/10,,4.0,Insatisfecho,17811
ES_27379,2024-01-27,1.0,4.0,Satisfecho,7182466
ES_73139,2024-06-02,5.0,2.0,Satisfecho,7902706
ES_79078,2023/12/17,4.0,4.0,Insatisfecho,5214638
ES_48255,2024-08-09,4.0,4.0,Insatisfecho,18274
ES_88432,2023/10/25,1.0,1.0,Neutral,18427
ES_29572,2024/04/10,,4.0,Muy satisfecho,18339
ES_78099,2023/10/26,5.0,,Satisfecho,16967
ES_52102,2024/01/05,2.0,4.0,Insatisfecho,18309
ES_21119,2024-04-03,1.0,5.0,Neutral,17829
ES_66934,2023-12-08,,4.0,Muy satisfecho*,3994618
ES_36727,2023-10-31,3.0,4.0,Neutral,16855
ES_46688,2024-08-13,,4.0,Muy insatisfecho,17207
ES_19457,2024/02/19,4.0,2.0,Muy satisfecho,18180
ES_99527,2023-12-05,1.0,2.0,Muy insatisfecho,17255
ES_27399,2024-05-16,5.0,3.0,Insatisfecho,461181
ES_25039,2023/11/16,3.0,2.0,Muy satisfecho,7059771
ES_26495,2023/11/25,,3.0,Satisfecho,7862341
ES_87688,2024/04/04,4.0,,Insatisfecho,17478
ES_29824,2024-08-07,1.0,2.0,Satisfecho,52087
ES_69791,2023-10-17,3.0,5.0,Insatisfecho,18017
ES_17740,2024-03-23,5.0,5.0,Insatisfecho_,17879
ES_70007,2024/05/30,3.0,3.0,Muy insatisfecho,18545
ES_27641,2024/04/12,3.0,5.0,Neutral,17632
ES_51278,2023/12/21,4.0,4.0,Neutral,17816
ES_32436,2024-05-09,4.0,,Muy insatisfecho,17314
ES_30608,2024/09/18,4.0,,Insatisfecho,17939
ES_56049,2024-07-18,2.0,4.0,Insatisfecho,5653950
ES_63704,2024/09/24,2.0,,Muy satisfecho,18461
ES_31860,2023/10/22,3.0,2.0,Satisfecho,52182
ES_84684,2024/01/11,1.0,3.0,Insatisfecho,18040
ES_22264,2024/08/19,1.0,2.0,Muy satisfecho,18209
ES_86735,2023-10-30,2.0,1.0,Muy insatisfecho,18218
ES_43202,2024/05/14,1.0,4.0,Muy insatisfecho,17304
ES_53474,2024-10-05,3.0,3.0,Muy insatisfecho,17130
ES_28342,2024/09/01,5.0,5.0,Neutral,17893
ES_64578,2024-10-03,5.0,4.0,Insatisfecho,16984
ES_82634,2024/04/19,4.0,1.0,Muy insatisfecho,17041
ES_79997,2024-04-11,,3.0,Muy insatisfecho,5241176
ES_82394,2024/04/28,4.0,2.0,Insatisfecho,18331
ES_5113,2024-08-08,1.0,4.0,Neutral~,5653881
ES_85509,2024/06/18,1.0,3.0,Muy insatisfecho,17086
ES_56555,2024-03-19,,3.0,Insatisfecho,18403
ES_96777,2024-02-17,1.0,3.0,Neutral,16703
ES_67365,2024-08-27,2.0,3.0,Muy satisfecho,52038
ES_34661,2024-03-05,4.0,1.0,Muy satisfecho,7107694
ES_13190,2024-07-03,5.0,3.0,Insatisfecho,17859
ES_8716,2024-08-18,,1.0,Neutral,18620
ES_60836,2023/11/08,,2.0,Muy satisfecho,17610
ES_19016,2024/02/01,3.0,2.0,Insatisfecho,16820
ES_5481,2023/12/19,2.0,2.0,Muy insatisfecho,5219934
ES_7462,2024/06/11,,1.0,Neutral,18378
ES_83031,2024-07-12,4.0,2.0,Satisfecho,18509
ES_8098,2024/09/02,4.0,,Insatisfecho,18188
ES_6530,2024-01-04,2.0,3.0,Muy satisfecho,8941727
ES_93075,2024-06-02,5.0,2.0,Satisfecho*,18224
ES_49516,2023/12/09,3.0,2.0,Muy insatisfecho,18149
ES_94808,2024-06-28,1.0,,Neutral,5654012
ES_5256,2023-10-28,5.0,2.0,Muy insatisfecho,3531286
ES_54297,2024-10-06,4.0,2.0,Satisfecho,17132
ES_4981,2024/08/23,1.0,2.0,Muy insatisfecho,18589
ES_31513,2023/12/23,3.0,,Muy satisfecho,17974
ES_87777,2023/12/14,5.0,2.0,Neutral,17949
ES_12136,2024-10-09,5.0,3.0,Neutral,18028
ES_60163,2024-02-17,3.0,2.0,Satisfecho,52042
ES_32289,2023-11-24,,,Neutral,52047
ES_80834,2024/06/20,,2.0,Satisfecho,17063
ES_25729,2023/11/23,5.0,,Insatisfecho,3558513
ES_64609,2024-02-17,2.0,1.0,Insatisfecho*,17175
ES_32641,2023-10-23,4.0,3.0,Muy insatisfecho,17626
ES_44261,2023-12-13,2.0,4.0,Insatisfecho,18192
ES_61554,2023/11/23,,2.0,Satisfecho,17973
ES_71586,2023-12-18,2.0,1.0,Insatisfecho,8799553
ES_83011,2024-06-14,1.0,5.0,Insatisfecho,17995
ES_5735,2024-07-13,4.0,1.0,Muy insatisfecho,16724
ES_43221,2023/12/10,3.0,4.0,Muy insatisfecho,17012
ES_35974,2023/10/13,2.0,5.0,Satisfecho~,17025
ES_75729,2024-09-16,1.0,2.0,Muy insatisfecho,8775149
ES_5764,2023-11-29,4.0,3.0,Neutral,18483
ES_61444,2024-05-30,1.0,2.0,Satisfecho_,17751
ES_73411,2024-02-29,4.0,2.0,Muy insatisfecho,18482
ES_78887,2024-08-30,2.0,5.0,Neutral,18530
ES_69933,2024-03-25,4.0,3.0,Neutral,16805
ES_39362,2024-05-19,5.0,1.0,Insatisfecho,17476
ES_47415,2024-03-04,2.0,1.0,Muy insatisfecho,52082
ES_79800,2023/10/24,1.0,,Muy satisfecho,18013
ES_73701,2024-05-21,1.0,5.0,Satisfecho~,17858
ES_38846,2024-08-15,2.0,2.0,Insatisfecho_,16998
ES_24559,2023-11-16,2.0,1.0,Insatisfecho,16821
ES_50622,2024/01/23,4.0,3.0,Neutral,5653909
ES_52049,2024/01/05,3.0,4.0,Muy satisfecho,5237109
ES_92380,2023/10/18,1.0,1.0,Muy insatisfecho,17088
ES_86655,2023/12/29,2.0,3.0,Insatisfecho,18336
ES_15498,2024/06/01,,,Satisfecho,18157
ES_61994,2024/01/28,2.0,4.0,Muy insatisfecho,52191
ES_92163,2024/09/25,2.0,,Neutral,18545
ES_59533,2024-02-06,1.0,4.0,Muy satisfecho,17194
ES_38754,2024/04/16,1.0,5.0,Satisfecho,7591686
ES_75414,2024-07-04,3.0,2.0,Insatisfecho*,5246185
ES_32212,2024-08-30,2.0,4.0,Muy insatisfecho,18312
ES_15521,2023-11-18,1.0,2.0,Muy satisfecho,16683
ES_57002,2023-12-29,3.0,4.0,Neutral,3573058
ES_35610,2024/06/07,5.0,4.0,Muy satisfecho,52176
ES_61982,2024/03/13,3.0,5.0,Satisfecho,17996
ES_71655,2024/03/28,,5.0,Satisfecho,6819625
ES_20132,2024/06/03,4.0,4.0,Neutral,8775334
ES_46818,2024-03-06,1.0,5.0,Muy insatisfecho,18569
ES_31126,2024/04/22,3.0,4.0,Neutral,18294
ES_90903,2024-02-12,2.0,5.0,Muy insatisfecho,17008
ES_26328,2023/10/19,3.0,1.0,Insatisfecho,5213832
ES_36795,2024/06/09,2.0,3.0,Insatisfecho,17503
ES_27095,2024/08/31,3.0,1.0,Satisfecho,5237116
ES_46097,2024-01-14,4.0,1.0,Muy satisfecho,16831
ES_25553,2023/10/11,,,Muy insatisfecho,18063
ES_98253,2024/06/16,2.0,3.0,Neutral,17968
ES_64904,2024-08-10,1.0,2.0,Muy insatisfecho,52223
ES_42428,2024/08/20,1.0,4.0,Neutral,17383
ES_4592,2024-01-26,5.0,3.0,Satisfecho,16659
ES_61769,2024/01/27,2.0,1.0,Neutral,8785504
ES_31862,2024/07/08,2.0,5.0,Muy satisfecho,17048
ES_3570,2024/02/18,3.0,5.0,Insatisfecho,16709
ES_83764,2024/08/28,,5.0,Muy insatisfecho,7839105
ES_76078,2024-04-09,2.0,4.0,Insatisfecho,17310
ES_33009,2023-11-26,4.0,3.0,Insatisfecho,17099
ES_66325,2024/02/17,2.0,5.0,Insatisfecho,16729
ES_75398,2024/07/27,,1.0,Insatisfecho,17268
ES_59394,2023-12-14,4.0,2.0,Muy satisfecho,17714
ES_599931,2024-07-14,3.0,,Satisfecho_,17141
ES_70104,2024-07-01,,3.0,Muy satisfecho,18555
ES_299586,2023/10/16,4.0,5.0,Satisfecho,16784
ES_930094,2023/10/07,1.0,2.0,Insatisfecho,9391954
ES_388944,2023-05-14,5.0,3.0,Muy satisfecho,18494
ES_461662,2023-04-21,,2.0,Muy satisfecho,5218554
ES_21737,2024-05-08,2.0,3.0,Insatisfecho*,5219932
ES_374261,2023/09/10,5.0,1.0,Muy satisfecho,18364
ES_59907,2024/01/28,5.0,4.0,Satisfecho,18153
ES_152759,2023-06-18,3.0,2.0,Satisfecho,18226
ES_610908,2024-02-15,2.0,1.0,Muy satisfecho,17993
ES_873954,2023-09-24,1.0,2.0,Muy satisfecho,16937
ES_588221,2023-03-26,5.0,,Insatisfecho,16869
ES_398585,2024-03-01,3.0,1.0,Muy satisfecho,17293
ES_815343,2023/04/12,4.0,1.0,Satisfecho,5241183
ES_107319,2023/12/01,1.0,5.0,Neutral,17771
ES_145764,2023/04/26,3.0,3.0,Neutral,16758
ES_597649,2024/02/22,4.0,,Neutral,17827
ES_117927,2023/02/28,1.0,2.0,Muy insatisfecho,52189
ES_526313,2024-06-11,,4.0,Neutral,3990960
ES_1063,2024/05/24,5.0,,Muy insatisfecho,17283
ES_701612,2022-10-18,1.0,3.0,Muy satisfecho,17197
ES_760496,2024/07/16,4.0,5.0,Neutral,16739
ES_53966,2023-10-14,5.0,5.0,Insatisfecho,17298
ES_169939,2022/12/13,3.0,5.0,Satisfecho,16788
ES_386093,2024/01/24,4.0,,Neutral,16741
ES_538956,2023/05/22,2.0,3.0,Insatisfecho~,16744
ES_443421,2024-04-13,1.0,2.0,Neutral,5237123
ES_959387,2024/05/06,4.0,3.0,Muy satisfecho,18093
ES_85047,2023-09-09,4.0,5.0,Insatisfecho,18073
ES_45538,2023/10/08,5.0,1.0,Muy satisfecho,18189
ES_442288,2024/05/18,5.0,4.0,Neutral,17753
ES_200641,2022-12-13,1.0,4.0,Muy satisfecho,3960929
ES_860456,2024-06-23,1.0,4.0,Neutral,5173859
ES_563508,2023/08/11,1.0,5.0,Muy insatisfecho,52070
ES_364932,2023-09-23,4.0,4.0,Muy satisfecho~,17019
ES_501319,2024/04/27,1.0,1.0,Neutral*,18576
ES_191927,2024-04-13,4.0,5.0,Insatisfecho_,18118
ES_646291,2023-05-18,2.0,1.0,Satisfecho,4987144
ES_451510,2024/03/30,5.0,3.0,Neutral,18339
ES_426453,2023-09-29,4.0,2.0,Neutral,18132
ES_138262,2023-10-17,1.0,,Insatisfecho,7126154
ES_182870,2023/03/13,1.0,3.0,Muy satisfecho,17745
ES_679917,2024-08-05,5.0,5.0,Neutral,17681
ES_526605,2023/08/10,2.0,3.0,Neutral*,18190
ES_330464,2023/03/31,1.0,,Neutral,8799601
ES_169115,2023-08-02,4.0,4.0,Neutral,9492997
ES_521832,2023/06/21,4.0,3.0,Satisfecho,52208
ES_876646,2023-08-04,4.0,4.0,Muy insatisfecho,18524
ES_796546,2023/04/22,2.0,2.0,Insatisfecho,17594
ES_618350,2023/08/31,2.0,4.0,Muy satisfecho,17430
ES_696457,2023-10-03,3.0,3.0,Insatisfecho,9259976
ES_447841,2023-06-23,1.0,3.0,Muy satisfecho,16981
ES_715238,2024/01/06,5.0,4.0,Neutral,18239
ES_118838,2023/05/27,2.0,4.0,Muy insatisfecho,16769
ES_147909,2023/05/12,5.0,,Insatisfecho~,17647
ES_604199,2023/10/30,5.0,4.0,Insatisfecho,17539
ES_609589,2023-12-14,2.0,4.0,Satisfecho,5240297
ES_784209,2022/12/26,3.0,3.0,Insatisfecho,18574
ES_641774,2023-06-28,1.0,3.0,Muy satisfecho,3991132
ES_165144,2024-02-27,1.0,5.0,Satisfecho,17306
ES_832933,2022/12/04,5.0,3.0,Insatisfecho,17141
ES_575581,2024-06-21,5.0,1.0,Satisfecho,5218558
ES_800516,2024/01/08,2.0,1.0,Muy insatisfecho,16709
ES_694570,2023-06-19,5.0,2.0,Muy insatisfecho,16971
ES_414703,2024-04-21,3.0,4.0,Muy satisfecho~,17397
ES_356397,2023-02-16,4.0,1.0,Insatisfecho,5246181
ES_759093,2024/04/19,3.0,3.0,Muy insatisfecho_,16876
ES_267963,2024-02-05,5.0,5.0,Neutral,7895078
ES_716590,2024-04-18,3.0,3.0,Satisfecho_,8799553
ES_448842,2023/12/11,1.0,5.0,Neutral*,7933004
ES_751666,2023/07/22,2.0,2.0,Muy satisfecho,5209024
ES_672228,2023/11/19,3.0,2.0,Muy satisfecho,4988302
ES_774868,2023-10-01,5.0,2.0,Muy insatisfecho,52163
ES_142712,2023/02/01,1.0,2.0,Neutral,18093
ES_480914,2024/07/26,3.0,2.0,Insatisfecho,18015
ES_683190,2024/07/01,4.0,4.0,Muy satisfecho,18089
ES_866408,2023/02/17,3.0,2.0,Insatisfecho,16693
ES_201867,2024-08-15,,5.0,Insatisfecho,18234
ES_698920,2024-09-05,2.0,2.0,Neutral,3991087
ES_54838,2023/02/05,5.0,5.0,Muy satisfecho,17948
ES_505440,2022-12-05,5.0,4.0,Muy satisfecho,17934
ES_666078,2023/06/07,3.0,3.0,Insatisfecho,5213822
ES_152535,2023-08-26,,2.0,Muy insatisfecho,18494
ES_419199,2024-04-04,1.0,1.0,Muy satisfecho,17737
ES_530835,2023-11-18,5.0,,Neutral,18247
ES_585494,2024/05/02,2.0,1.0,Satisfecho,5240325
ES_868837,2023/08/13,,2.0,Neutral,16942
ES_297050,2024-10-02,1.0,3.0,Satisfecho,5237134
ES_614173,2024/07/31,5.0,3.0,Insatisfecho,18333
ES_945582,2023/02/22,3.0,,Insatisfecho,17875
ES_208026,2023/08/30,5.0,1.0,Muy insatisfecho_,7886327
ES_971168,2022-11-06,1.0,4.0,Neutral,5240286
ES_919167,2024/09/17,1.0,,Muy insatisfecho,9391954
ES_226117,2024-04-25,2.0,5.0,Muy satisfecho,17598
ES_797419,2022/10/24,,4.0,Muy insatisfecho,17572
ES_687283,2024-09-27,1.0,4.0,Muy satisfecho*,17613
ES_784677,2024/03/22,5.0,4.0,Muy insatisfecho,17663
ES_885566,2024/03/03,1.0,5.0,Neutral,5237134
ES_584925,2024/06/10,4.0,,Insatisfecho~,17011
ES_911410,2022-11-15,4.0,3.0,Insatisfecho,52084
ES_293979,2023-03-13,1.0,1.0,Muy satisfecho,17113
ES_663455,2024-03-06,3.0,1.0,Muy insatisfecho,18027
ES_483457,2024/08/31,5.0,,Muy insatisfecho,17731
ES_959742,2022-11-20,,5.0,Muy satisfecho,7838818
ES_101453,2023-08-05,5.0,1.0,Satisfecho,18251
ES_284092,2023/01/07,1.0,4.0,Satisfecho,3568166
ES_824676,2023-03-29,3.0,2.0,Muy insatisfecho,5240325
ES_408778,2023-04-07,4.0,5.0,Muy satisfecho,52067
ES_25158,2023-02-10,5.0,5.0,Satisfecho,17871
ES_428740,2023-02-18,4.0,,Muy insatisfecho,17293
ES_615657,2024-06-21,2.0,3.0,Neutral,7126517
ES_676387,2022-11-12,2.0,4.0,Muy insatisfecho,8909085
ES_524541,2023/09/10,,1.0,Muy satisfecho,3971913
ES_664333,2023-09-22,4.0,5.0,Muy insatisfecho,18204
ES_920218,2022/12/21,3.0,3.0,Muy insatisfecho,18533
ES_592326,2023/11/27,2.0,4.0,Neutral,9263613
ES_992633,2024-01-06,3.0,3.0,Satisfecho,18162
ES_569149,2023/07/29,4.0,4.0,Satisfecho,17760
ES_269258,2024/07/11,1.0,2.0,Insatisfecho,5240286
ES_850378,2023-06-02,1.0,3.0,Muy satisfecho,17026
ES_202686,2023-10-02,4.0,1.0,Insatisfecho,7247845
ES_220403,2024-07-01,3.0,3.0,Insatisfecho,18516
ES_825013,2022/12/11,2.0,2.0,Satisfecho~,17036
ES_799631,2024-09-29,1.0,1.0,Muy satisfecho~,6819617
ES_277869,2024/02/03,4.0,5.0,Muy satisfecho,7838758
ES_46859,2023-04-24,2.0,3.0,Neutral,18187
ES_24120,2023-01-18,1.0,,Neutral,17389
ES_337356,2023/03/19,5.0,4.0,Muy satisfecho,7933003
ES_335538,2023/04/01,1.0,1.0,Muy insatisfecho,17119
