ID,FechaIntervencion,TipoIntervencion,EstadoPrevio,EstadoPosterior,JuegoID,IncidenciaID
MA_925094,2024.10.05,Prevetivo,Necesita reparación,Reparado,7850137,
MA_90077,2024-05-25,Corretivo,Necesita reparación,Reparado,9291573,
MA_996880,2024-01-19,Preventivo,,Reparado,5240836,
MA_150062,2024-04-30,Correctivo,Necesita reparación,Reparado,33391,
MA_491029,2024-05-12,Correctivo,Necesita reparación,Reparado,19300,
MA_643951,2024-10-01,Correctivo,Necesita reparación,Reparado,9493133,
MA_440897,2023-12-18,Preventivo,,Reparado,20722,
MA_169258,2023-10-13,Correctivo,Necesita reparación,,7246326,
MA_241934,2024-07-24,Correctivo,,Reparado,7125628,
MA_534481,05/01/2024,Correctivo,Necesita reparación,Reparado,20082,
MA_802088,14-05-2024,Correctivo,Necesita reparación,Reparado,20627,
MA_730987,,Preventivo,Necesita reparación,Reparado,19531,
MA_873697,2024-04-28,Correctivo,,Reparado,4995101,
MA_721876,02-06-2024,Correctivo,,Reparado,59352,
MA_885653,,Preventivo,Necesita reparación,Reparado,33404,
MA_132260,2023-12-05,Correctivo,Necesita reparación,Reparado,57963,
MA_951406,2024-09-09,Preventivo,Necesita reparación,Reparado,21090,
MA_552731,2024-04-03,Correctivo,Necesita reparación,Reparado,9237062,
MA_853651,2023-12-12,Correctivo,,Reparado,33771,
MA_298686,2024-05-10,Correctivo,Necesita reparación,Reparado,21307,
MA_2273,2023-11-03,Correctivo,Necesita reparación,Reparado,18767,
MA_387721,2023-10-10,Preventivo,Necesita reparación,Reparado,4992823,
MA_422589,,Preventivo,,Reparado,8954949,
MA_949968,,Preventivo,Necesita reparación,Reparado,59569,
MA_489124,2024-08-25,Prevetivo,Necesita reparación,Reparado,21165,
MA_20278,2023-11-10,Correctivo,Necesita reparación,Reparado,9180717,
MA_966699,2024-04-13,Correctivo,Necesita reparación,Reparado,35124,
MA_392508,2024-09-05,Correctivo,Necesita reparación,Reparado,9276900,
MA_39320,2024-07-16,Preventivo,Necesita reparación,Reparado,8987376,
MA_252551,2023-10-28,Correctivo,Necesita reparación,Reparado,4795670,
MA_297083,2024-09-23,Correctivo,Necesita reparación,Reparado,33584,
MA_566902,2024-04-23,Correctivo,Necesita reparación,,33175,
MA_24647,,Correctivo,Necesita reparación,Reparado,9277913,
MA_440075,2023.10.10,Preventivo,Necesita reparación,Reparado,9295586,
MA_519362,09/04/2024,Preventivo,Necesita reparación,,8944001,
MA_323309,2024-02-20,Preventivo,Necesita reparación,Reparado,5659242,
MA_13251,,Preventivo,Necesita reparación,Reparado,5240820,
MA_765618,11/24/2023,Correctivo,Necesita reparación,Reparado,3573412,
MA_78415,2024-01-24,Preventivo,Necesita reparación,,7212546,
MA_560537,16-09-2024,Correctivo,Necesita reparación,Reparado,5658911,
MA_509184,2024-08-06,Correctivo,,Reparado,9159040,
MA_404825,,Correctivo,Necesita reparación,Reparado,7862160,
MA_14737,2024-08-14,Preventivo,Necesita reparación,,59317,
MA_866431,2023-12-03,Preventivo,Necesita reparación,Reparado,7172906,
MA_313313,2024.05.07,Preventivo,Necesita reparación,Reparado,58826,
MA_583672,2024-03-11,Corretivo,Necesita reparación,Reparado,9393871,
MA_521177,2024-02-02,Correctivo,Necesita reparación,Reparado,33445,
MA_318258,2024-02-11,Correctivo,,,18741,
MA_781592,2024-05-27,Correctivo,Necesita reparación,Reparado,32923,
MA_42043,,Corretivo,Necesita reparación,Reparado,34066,
MA_32741,2024-04-10,Correctivo,Necesita reparación,Reparado,18780,
MA_131973,2024-05-17,Preventivo,Necesita reparación,Reparado,5229199,
MA_103211,2024-07-30,Preventivo,Necesita reparación,Reparado,5245394,
MA_583809,08-08-2024,Correctivo,Necesita reparación,Reparado,53096,
MA_128239,2024-01-28,Correctivo,Necesita reparación,Reparado,21348,
MA_952826,2024-04-28,Correctivo,Necesita reparación,Reparado,58786,
MA_555147,2023-11-28,Preventivo,Necesita reparación,Reparado,9495469,
MA_643048,10/14/2023,Correctivo,,Reparado,7930225,
MA_821128,,Preventivo,Necesita reparación,Reparado,7526687,
MA_924022,2024-05-10,Correctivo,Necesita reparación,Reparado,5158974,
MA_573330,2023-12-23,Correctivo,,Reparado,4795184,
MA_776798,2024-08-12,Correctivo,Necesita reparación,Reparado,4963705,
MA_185441,2023-12-03,Preventivo,,Reparado,5219521,
MA_486253,2023-12-04,Preventivo,Necesita reparación,Reparado,9179377,
MA_194993,,Preventivo,Necesita reparación,Reparado,9497238,
MA_253612,2024-05-29,Preventivo,Necesita reparación,Reparado,5602471,
MA_857048,2024-03-23,Preventivo,Necesita reparación,Reparado,7538121,
MA_242401,2024-04-26,Correctivo,Necesita reparación,Reparado,8942001,
MA_390565,2024-05-30,Preventivo,Necesita reparación,Reparado,22081,
MA_230581,2023-12-24,Preventivo,Necesita reparación,Reparado,58801,
MA_443668,2024-06-26,Correctivo,Necesita reparación,Reparado,4750005,
MA_686827,2024-09-10,Correctivo,Necesita reparación,Reparado,58250,
MA_110754,2024-04-16,Prevetivo,Necesita reparación,Reparado,6878952,
MA_214453,2023-12-01,Correctivo,,Reparado,52862,
MA_415049,2024-07-26,Preventivo,,Reparado,9191712,
MA_440925,2024-01-31,Preventivo,Necesita reparación,Reparado,7126507,
MA_192904,2023-12-24,Correctivo,,Reparado,5075420,
MA_90778,2024-09-04,Correctivo,Necesita reparación,,33853,
MA_810920,2024-09-03,Correctivo,Necesita reparación,Reparado,58976,
MA_153411,2024-05-10,Preventivo,Necesita reparación,Reparado,33567,
MA_521501,2024-03-30,Preventivo,Necesita reparación,Reparado,4987697,
MA_160839,2024-10-06,Correctivo,Necesita reparación,Reparado,20091,
MA_507328,2024-02-16,Preventivo,Necesita reparación,Reparado,9438561,
MA_290938,2024.03.22,Preventivo,,Reparado,18768,
MA_768986,05/20/2024,Correctivo,,Reparado,20983,
MA_980222,2024-09-17,Correctivo,Necesita reparación,Reparado,7526687,
MA_530249,2024-03-31,Prevetivo,Necesita reparación,Reparado,19531,
MA_516738,2023-11-23,Preventivo,Necesita reparación,Reparado,22184,
MA_593955,2024-04-01,Preventivo,Necesita reparación,Reparado,7928028,
MA_223441,2024-09-03,Preventivo,Necesita reparación,Reparado,9179440,
MA_691478,,Correctivo,Necesita reparación,Reparado,3580725,
MA_326697,2024-07-01,Correctivo,Necesita reparación,Reparado,4987181,
MA_841868,2024-04-20,Preventivo,Necesita reparación,Reparado,33749,
MA_605025,2024-03-25,Preventivo,Necesita reparación,Reparado,451368,
MA_940501,2023-11-12,Preventivo,Necesita reparación,Reparado,8977329,
MA_25463,2024-05-04,Preventivo,Necesita reparación,Reparado,33996,
MA_453522,2023-12-25,Preventivo,Necesita reparación,Reparado,21180,
MA_906334,2024-02-18,Correctivo,,Reparado,20968,
MA_61782,2024-02-11,Preventivo,Necesita reparación,Reparado,9052577,
MA_75013,2023-11-11,Correctivo,,Reparado,7928011,
MA_501295,,Correctivo,Necesita reparación,Reparado,9256437,
MA_35433,2024-04-11,Preventivo,Necesita reparación,Reparado,19719,
MA_552719,2024-06-06,Prevetivo,Necesita reparación,,9493139,
MA_822788,2024-10-08,Correctivo,Necesita reparación,Reparado,4731187,
MA_450470,,Correctivo,Necesita reparación,Reparado,34098,
MA_368685,2023-11-21,Correctivo,,Reparado,8930328,
MA_960219,2024-07-05,Preventivo,Necesita reparación,Reparado,9262024,
MA_876154,2024-04-07,Correctivo,Necesita reparación,Reparado,9398415,
MA_428570,2024-07-14,Preventivo,Necesita reparación,Reparado,5250228,
MA_96310,2024-05-24,Corretivo,Necesita reparación,Reparado,9178359,
MA_88266,03-07-2024,Correctivo,Necesita reparación,Reparado,18879,
MA_837108,2023-11-29,Correctivo,,Reparado,33657,
MA_532582,2024-05-24,Correctivo,,Reparado,21902,
MA_121475,2024-08-31,Preventivo,Necesita reparación,Reparado,34009,
MA_69809,10-08-2024,Correctivo,Necesita reparación,Reparado,7930220,
MA_876564,2024-01-18,Correctivo,Necesita reparación,Reparado,9290929,
MA_612973,2024-06-27,Correctivo,Necesita reparación,Reparado,35066,
MA_727160,2024-02-12,Preventivo,Necesita reparación,Reparado,21255,
MA_518102,,Prevetivo,Necesita reparación,Reparado,24724,
MA_824837,2024-01-22,Preventivo,,Reparado,22563,
MA_894495,2024-09-12,Correctivo,Necesita reparación,Reparado,9050412,
MA_438589,2024-04-25,Correctivo,Necesita reparación,Reparado,7886675,
MA_691086,10/15/2023,Corretivo,Necesita reparación,Reparado,21441,
MA_610799,2024-07-02,Correctivo,Necesita reparación,Reparado,7181803,
MA_186188,2024-05-02,Correctivo,Necesita reparación,Reparado,6878829,
MA_829808,2024-01-19,Correctivo,Necesita reparación,Reparado,9059217,
MA_856280,2023-10-26,Correctivo,Necesita reparación,Reparado,19516,
MA_358572,2024-08-18,Correctivo,Necesita reparación,Reparado,7889417,
MA_645209,2024-08-12,Preventivo,Necesita reparación,Reparado,33342,
MA_944536,2024-06-07,Preventivo,Necesita reparación,Reparado,20063,
MA_440375,,Correctivo,Necesita reparación,Reparado,20763,
MA_366128,2024-06-22,Preventivo,Necesita reparación,Reparado,58470,
MA_250064,2024-07-27,Preventivo,Necesita reparación,Reparado,58519,
MA_618598,2024-08-18,Correctivo,Necesita reparación,,19326,
MA_548387,,Preventivo,Necesita reparación,Reparado,8803065,
MA_546453,2024-05-09,Correctivo,Necesita reparación,Reparado,7886672,
MA_669946,2024-02-12,Preventivo,Necesita reparación,Reparado,8907186,
MA_988520,2024-05-17,Preventivo,Necesita reparación,Reparado,58794,
MA_848118,2024-05-16,Preventivo,Necesita reparación,Reparado,8944180,
MA_509777,2024-02-14,Preventivo,Necesita reparación,Reparado,33209,
MA_199276,2024-03-18,Corretivo,Necesita reparación,Reparado,7861598,
MA_959633,2024-01-05,Correctivo,Necesita reparación,Reparado,3530822,
MA_286934,06/01/2024,Correctivo,Necesita reparación,Reparado,34814,
MA_507454,2024-04-27,Preventivo,Necesita reparación,Reparado,20716,
MA_390875,2024-03-06,Preventivo,Necesita reparación,Reparado,9271469,
MA_354983,2024-06-28,Preventivo,,Reparado,7896083,
MA_12618,2024-04-10,Corretivo,Necesita reparación,Reparado,5492354,
MA_852712,2023-10-12,Prevetivo,Necesita reparación,Reparado,3573839,
MA_219930,2023-12-02,Correctivo,Necesita reparación,Reparado,21157,
MA_876817,2023-11-20,Preventivo,,Reparado,5238958,
MA_746545,2023-12-17,Preventivo,Necesita reparación,Reparado,33142,
MA_939823,2024-09-06,Preventivo,,,20230,
MA_237029,2024-08-03,Correctivo,Necesita reparación,Reparado,59730,
MA_258498,2024-06-17,Preventivo,Necesita reparación,Reparado,22472,
MA_551894,2024-05-11,Corretivo,Necesita reparación,Reparado,20135,
MA_185776,2024-03-10,Correctivo,,Reparado,7889392,
MA_846874,2024-01-04,Correctivo,Necesita reparación,Reparado,33061,
MA_432321,2024-03-10,Preventivo,,Reparado,60086,
MA_521659,,Preventivo,Necesita reparación,Reparado,9048980,
MA_954640,2024-02-21,Preventivo,Necesita reparación,Reparado,25785,
MA_668193,2023-12-15,Preventivo,Necesita reparación,Reparado,8800143,
MA_397404,2024-06-09,Correctivo,Necesita reparación,Reparado,3593161,
MA_593114,07/20/2024,Preventivo,Necesita reparación,Reparado,9391623,
MA_921986,2024-07-20,Correctivo,Necesita reparación,Reparado,6878770,
MA_798958,2024-08-11,Correctivo,Necesita reparación,Reparado,5245776,
MA_139991,08/12/2024,Correctivo,Necesita reparación,Reparado,5658999,
MA_124985,2024-08-21,Correctivo,Necesita reparación,Reparado,9261937,
MA_423749,11-05-2024,Corretivo,Necesita reparación,Reparado,6777923,
MA_753224,2024-04-05,Correctivo,,Reparado,20047,
MA_780510,2024-08-29,Correctivo,Necesita reparación,Reparado,5174670,
MA_232135,2024-04-30,Preventivo,Necesita reparación,Reparado,5195669,
MA_123867,2024-06-29,Preventivo,Necesita reparación,Reparado,9048988,
MA_352594,04/07/2024,Correctivo,Necesita reparación,Reparado,5250210,
MA_56665,,Correctivo,,Reparado,7240131,
MA_134787,2024-01-16,Preventivo,,Reparado,59229,
MA_736008,2024-05-08,Prevetivo,Necesita reparación,Reparado,8805145,
MA_585981,2024-01-12,Correctivo,Necesita reparación,Reparado,5246139,
MA_567828,2024-07-10,Correctivo,Necesita reparación,Reparado,21811,
MA_247763,2024-06-14,Preventivo,Necesita reparación,Reparado,60092,
MA_506472,2024-02-13,Correctivo,Necesita reparación,,33631,
MA_790378,2024-05-29,Preventivo,Necesita reparación,Reparado,19862,
MA_207142,2024-05-29,Preventivo,Necesita reparación,Reparado,33768,
MA_508738,2023-11-29,Correctivo,Necesita reparación,Reparado,5211278,
MA_773626,2024-04-13,Correctivo,Necesita reparación,Reparado,19266,
MA_941700,2024-01-29,Preventivo,Necesita reparación,Reparado,34845,
MA_19657,,Correctivo,Necesita reparación,Reparado,33397,
MA_111692,,Preventivo,Necesita reparación,Reparado,7862416,
MA_110020,2023-11-06,Preventivo,Necesita reparación,Reparado,9291329,
MA_943960,02/12/2024,Preventivo,Necesita reparación,Reparado,33627,
MA_409029,2023-10-15,Prevetivo,Necesita reparación,Reparado,21684,
MA_714777,,Correctivo,Necesita reparación,Reparado,5216777,
MA_836972,2023-12-12,Preventivo,Necesita reparación,Reparado,52942,
MA_71226,,Correctivo,Necesita reparación,Reparado,3580383,
MA_554271,2023-11-29,Preventivo,Necesita reparación,Reparado,19838,
MA_640285,2024-04-27,Correctivo,Necesita reparación,Reparado,7602216,
MA_989840,10-11-2023,Correctivo,Necesita reparación,Reparado,5492647,
MA_187563,,Correctivo,Necesita reparación,Reparado,4984515,
MA_944855,2024-04-09,Correctivo,Necesita reparación,Reparado,4987192,
MA_843721,,Preventivo,,Reparado,33722,
MA_751112,2023-11-06,Correctivo,Necesita reparación,Reparado,24957,
MA_191916,2023-10-13,Correctivo,Necesita reparación,Reparado,58628,
MA_702978,2024-10-04,Correctivo,Necesita reparación,Reparado,9297807,
MA_510844,16-11-2023,Correctivo,Necesita reparación,Reparado,58969,
MA_678861,2023-12-08,Preventivo,Necesita reparación,,21355,
MA_177050,2023-12-24,Correctivo,Necesita reparación,Reparado,19474,
MA_601151,2024-09-26,Preventivo,Necesita reparación,Reparado,9177715,
MA_956876,,Preventivo,Necesita reparación,,7815400,
MA_470444,,Preventivo,Necesita reparación,Reparado,7896546,
MA_410982,2024-07-17,Preventivo,Necesita reparación,Reparado,9433312,
MA_708740,2024-09-28,Preventivo,Necesita reparación,Reparado,58022,
MA_389822,2024-06-24,Preventivo,Necesita reparación,Reparado,9494919,
MA_227956,2024-06-12,Preventivo,Necesita reparación,Reparado,4963407,
MA_771730,29-08-2024,Correctivo,Necesita reparación,,9296825,
MA_106668,2023-11-15,Preventivo,Necesita reparación,Reparado,25563,
MA_793355,2024-05-11,Correctivo,,Reparado,7794492,
MA_921479,2024-03-04,Preventivo,Necesita reparación,Reparado,8977327,
MA_417552,2024-06-16,Correctivo,,Reparado,4781564,
MA_107783,2024-06-30,Correctivo,Necesita reparación,Reparado,8888492,
MA_645438,2024-09-28,Corretivo,Necesita reparación,Reparado,58610,
MA_176427,2024-08-07,Preventivo,Necesita reparación,Reparado,21427,
MA_15635,2024-05-03,Preventivo,Necesita reparación,Reparado,9157741,
MA_124205,2024-05-02,Preventivo,Necesita reparación,Reparado,5241110,
MA_933550,2024-06-15,Correctivo,,Reparado,21901,
MA_837339,2024-02-11,Corretivo,Necesita reparación,Reparado,19343,
MA_70453,2023.11.03,Correctivo,Necesita reparación,Reparado,22431,
MA_476998,2024.08.05,Correctivo,Necesita reparación,Reparado,9394693,
MA_33176,2024-07-13,Correctivo,Necesita reparación,Reparado,5602462,
MA_661268,,Correctivo,Necesita reparación,Reparado,9495471,
MA_991091,2024-02-11,Correctivo,Necesita reparación,,4989393,
MA_210809,2024-01-12,Preventivo,Necesita reparación,Reparado,60097,
MA_309469,02/08/2024,Preventivo,Necesita reparación,Reparado,3580691,
MA_865288,2024-06-17,Preventivo,,Reparado,3531336,
MA_89477,2024-07-19,Correctivo,Necesita reparación,Reparado,60156,
MA_886312,02/08/2024,Correctivo,Necesita reparación,Reparado,9050331,
MA_766839,2023-11-19,Correctivo,Necesita reparación,,9157640,
MA_119518,2024-02-11,Prevetivo,Necesita reparación,Reparado,22161,
MA_219653,2024-06-23,Correctivo,,Reparado,5658905,
MA_702292,2024.02.15,Preventivo,,Reparado,21381,
MA_315198,2023-11-04,Preventivo,Necesita reparación,Reparado,3566378,
MA_117003,2023-11-01,Correctivo,,Reparado,59811,
MA_127532,2023-10-17,Correctivo,Necesita reparación,,3566349,
MA_413847,2024-02-14,Correctivo,Necesita reparación,Reparado,59396,
MA_513159,2024-08-13,Preventivo,Necesita reparación,Reparado,34090,
MA_317292,,Preventivo,Necesita reparación,Reparado,9155596,
MA_472432,01/11/2024,Correctivo,Necesita reparación,Reparado,22600,
MA_980988,2024-05-11,Preventivo,Necesita reparación,Reparado,33261,
MA_439290,2024-03-27,Preventivo,Necesita reparación,Reparado,3569234,
MA_185693,23-09-2024,Correctivo,Necesita reparación,Reparado,58565,
MA_28513,2024-02-16,Preventivo,Necesita reparación,Reparado,3580688,
MA_513859,2024-06-14,Preventivo,Necesita reparación,Reparado,4796523,
MA_399486,2023-10-16,Correctivo,Necesita reparación,Reparado,5126778,
MA_524754,2024-06-09,Correctivo,Necesita reparación,Reparado,21391,
MA_636983,2024-02-25,Preventivo,Necesita reparación,Reparado,60156,
MA_327100,,Correctivo,,Reparado,9391701,
MA_398147,2024-02-24,Correctivo,Necesita reparación,Reparado,4987798,
MA_803775,2024-09-08,Correctivo,Necesita reparación,Reparado,8910881,
MA_797324,2024-08-18,Correctivo,Necesita reparación,Reparado,21526,
MA_126745,2024-06-16,Correctivo,Necesita reparación,Reparado,20085,
MA_778868,2023-12-29,Correctivo,Necesita reparación,Reparado,5241087,
MA_318132,,Correctivo,Necesita reparación,,7862457,
MA_543569,,Correctivo,Necesita reparación,Reparado,3559703,
MA_737234,2024-04-03,Correctivo,Necesita reparación,Reparado,25031,
MA_754390,2024-07-10,Preventivo,Necesita reparación,Reparado,9388450,
MA_691670,08-10-2024,Preventivo,Necesita reparación,Reparado,34861,
MA_605366,2023-11-28,Preventivo,Necesita reparación,Reparado,53067,
MA_264912,2024-01-24,Preventivo,Necesita reparación,Reparado,33095,
MA_245294,2024-10-04,Preventivo,Necesita reparación,Reparado,7659051,
MA_388420,2024-04-25,Correctivo,Necesita reparación,Reparado,3569007,
MA_410296,2023-12-18,Correctivo,Necesita reparación,Reparado,59959,
MA_332844,2024-10-06,Preventivo,Necesita reparación,Reparado,9391789,
MA_405825,2023-12-28,Correctivo,Necesita reparación,Reparado,9493064,
MA_493313,2023-10-15,Correctivo,,Reparado,5220261,
MA_221144,2024-08-18,Correctivo,Necesita reparación,Reparado,9288648,
MA_69184,09/22/2024,Correctivo,,Reparado,22275,
MA_738627,2023-12-25,Corretivo,Necesita reparación,Reparado,22480,
MA_136745,2024-09-24,Correctivo,Necesita reparación,Reparado,59671,
MA_495438,2024-09-15,Preventivo,Necesita reparación,Reparado,7887288,
MA_163510,2024-01-23,Correctivo,,Reparado,33319,
MA_742401,2024-04-13,Preventivo,Necesita reparación,Reparado,5133052,
MA_29183,2024-09-18,Correctivo,Necesita reparación,,4737872,
MA_435633,2024-06-19,Preventivo,Necesita reparación,Reparado,53193,
MA_814970,2024-08-31,Preventivo,,Reparado,3581515,
MA_737773,2024-05-26,Correctivo,Necesita reparación,Reparado,7859417,
MA_841022,2024-01-22,Correctivo,Necesita reparación,Reparado,8938174,
MA_800750,,Preventivo,Necesita reparación,Reparado,4960344,
MA_973267,2024-07-27,Correctivo,Necesita reparación,Reparado,4795668,
MA_230437,2023-12-03,Correctivo,Necesita reparación,Reparado,9179386,
